Pantun_ID,Line_1,Line_2,Line_3,Line_4
Pantun_13814,"Umpan belalang kail di pasang,",Sepat puyu di dalam telaga;,"Apa di harap kasihnya orang,",Berharap pada yang cintakan kita.
Pantun_13815,"Umpan belalang kail di pasang,",Sepat puyu di dalam telaga;,"Apa di harap kasihnya orang,",Entah ada entah tiada.
Pantun_13816,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Jangan lupa atau alpa,",Kesempatan bukan selalu mendatang.
Pantun_13817,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Susah dan payah jangan dikira,",Usah lambat ambil peluang.
Pantun_13818,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Tak dapat tanduk dipulas telinga,",Jangan menjadi si umang umang.
Pantun_13819,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Jangan membuka pekong di dada,",Jangan menepuk air di dulang.
Pantun_13820,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Bayarlah hutang dengan segera,",Tiada untungnya mengambil hak orang.
Pantun_13821,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Rajin belajar semangat membara,",Kian jauhari hari mendatang.
Pantun_13822,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Berjimat cermat setiap ketika,",Jangan berhutang keliling pinggang.
Pantun_13823,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Datang tidak diundang dipelawa,",Pulang juga tiada dihalang.
Pantun_13824,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Diberi betis waktu bermula,",Hendak peha jika tak dilarang.
Pantun_13825,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Berhati-hati kalau berbicara,",Jangan nanti ada yang meradang.
Pantun_13826,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Sudahlah miskin tiada berharta,",Ibarat pulut di tepiannya gantang.
Pantun_13827,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Hilang bahasa lenyaplah bangsa,",Budi budaya dijulang ditatang.
Pantun_13828,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Hidup sekarang penuh berpura,",Berhati jangan beri peluang.
Pantun_13829,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Carik bulu ayam bercantum semula,",Air tak putus jika dicincang.
Pantun_13830,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Hidup ibarat gelombang di kuala,",Kadang bergelora kadang tenang.
Pantun_13831,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Pecahkan ruyung dapatkan sagunya,",Kecilnya tapak padang dibentang.
Pantun_13832,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Usah dibiar usaha segera,",Manfaatkan pintar kesempatan mendatang.
Pantun_13833,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Kalau hidup mahu gembira,",Jangan didengar nestanya orang.
Pantun_13834,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Bila susah mengaku saudara,",Bila senang apa pun dah tak pandang.
Pantun_13835,"Jauh belayar hingga ke muara,",Tidak sedar hari dah petang;,"Hidup penuh dengan pancaroba,",Salah haluan hidup kecundang.
Pantun_13836,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Kalau ingin hidup bahagia,",Usah didengar umpatan orang.
Pantun_13837,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Memang lumrah sikap manusia,",Senantiasa mengambil kesempatan orang.
Pantun_13838,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Sambil membakar membuat kerja,",Masa berharga usah dibuang.
Pantun_13839,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Rajin membayar tidak berkira,",Alah kadar jangan berhutang.
Pantun_13840,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Biarpun diam tidak bersuara,",Jangan dilupa lunaskan hutang.
Pantun_13841,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Belajarlah anak-anakku sampai menara,",Insyaallah kecemerlangan di hadapan mendatang.
Pantun_13842,"Jauh belayar hingga kemuara,",Tidak sedar hari dah petang;,"Hutang berbayar hati gembira,",Jika dah mati tidak tinggalkan hutang.
Pantun_13843,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Walaupun kita bebas bersuara,",Mesti nak jaga pantang dan larang.
Pantun_13844,"Jauh berlayar hingga muara,",Tidak sedar hari dah petang;,"Akan ku tempuh duka dan lara,",Kemenangan pasti akan mendatang.
Pantun_13845,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Setelah penat kita berusaha,",Jangan disia peluang mendatang.
Pantun_13846,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Jangan dibiar org lain juara,",Usaha kejar berundur pantang.
Pantun_13847,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Berusaha dan berjuang jadi juara,",Ambil kesempatan apa jua semua peluang.
Pantun_13848,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Hindari sikap suka berpura-pura,",Moga perjalanan hidup sentiasa tenang.
Pantun_13849,"Anak seluang si anak sepat,",Jemur di para pinggirlah paya;,"Rebut peluang selagi dapat,",Semangat membara ke mercu jaya.
Pantun_13850,"Jauh belayar hingga ke muara,",Tidak sedar hari dah petang;,"Buat baik sepanjang masa,",Selagi masih ada peluang.
Pantun_13852,"Jauh belayar hingga ke muara,",Tidak sedar hari dah petang;,"Jauh belajar hingga menara,",Tidak sedar masih ada yang kurang.
Pantun_13853,"Jauh belayar hingga ke muara,","Tidak sedar hari dah petang,","Benang emas kancin suasa,",Tikar mengkuang jua dibentang.
Pantun_13854,"Jauh belayar hingga muara,",Tak sedar hari dah petang;,"Jauh sudah daku mengembara,",Budi bahasa dipandang orang.
Pantun_13855,"Jauh belayar hingga muara,",Tidak sedar hari petang;,"Harapan di sandar lunak bicara,",Hanya sekadar nasibnya malang.
Pantun_13856,"Jauh belayar hingga ke muara,",Tidak sedar hari dah petang;,"Buat baik berpada-pada,",Jangan sampai jadi sebutan orang.
Pantun_13857,"Jauh belayar hingga ke muara,",Tidak sedar hari dah petang;,"Hidup jangan suka berpura-pura,",Kelak diri dibenci orang.
Pantun_13858,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Hidup berharta ramai saudara,",Hilang segala merata ditendang.
Pantun_13859,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Budi bahasa harus dijaga,",Baru kita dipandang orang.
Pantun_13860,"Jauh belayar hingga ke muara,",Tidak sedar hari dah petang;,"Buat baiklah yang mulia,",Agar mendapat pahala yang mendatang.
Pantun_13861,"Jauh berlayar hingga muara,",Tidak sedar hari dah petang;,"Hati saya sangat gembira,",Layan radio klasik dari pagi hingga kepetang.
Pantun_13862,"Jauh berlayar hingga muara,",Tidak sedar hari dah petang;,"Setia sekata sumpah berpura,",Membujur lalu patah yang melintang.
Pantun_13863,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Istiqamah beramal sepanjang usia,",Sebelom masa ajal mendatang.
Pantun_13864,"Jauh berlayar hingga muara,",Tidak sedar hari dah petang;,"Bila dah besar jangan tinggikan suara,",Sedarlah diri umur dah matang.
Pantun_13865,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Macam loyar memujuk bersuara,",Kata-kata diputar orang ditentang.
Pantun_13866,"Jauh belayar hingga ke muara,",Tidak sedar hari dah petang;,"Lupakanlah duka dan lara,",Buka lembaran baru akan datang.
Pantun_13867,"Jauh berlayar hingga muara,",Tak sedar hari dah petang;,"Nak hidup kena usaha,",Jangan harapkan bantuan orang.
Pantun_13868,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Amalkan sikap sentiasa waspada,",Agar diri tidak terdorong.
Pantun_13869,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Kita semua bagaikan saudara,",Bantu membantu pada yang malang.
Pantun_13870,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Walau jauh merantau seluruh benua,",Ke Malaysia juga tempat ku pulang.
Pantun_13871,"Jauh berlayar hingga ke muara,",Tidak sedar hari dah petang;,"Jangan dilayan sikap berpura,",Kelak nanti bahaya mengundang.
Pantun_13872,"Jauh berlayar hingga muara,",Tidak sedar hari dah petang;,"Budiku tabur kerana setia,",Rupanya dibalas kerana curang.
Pantun_13873,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Jangan dibiar tidak bersuara,",Jom layan radio klasik hingga ke petang.
Pantun_13874,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Susah senang kita bersama,",Jangan peduli cakap orang.
Pantun_13875,"Jauh belayar hingga ke muara,",Tak sedar hari dah petang;,"Adek yang jauh selalu merana,",Buat abang tidur tak senang.
Pantun_13876,"Jauh belayar hingga ke muara,",Tidak sedar hari dah petang;,"Berlagak macam orang kaya,",Akhirnya pecah juga tembelang.
Pantun_13877,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Buat baik berpada-pada,",Jangan sampai ditipu orang.
Pantun_13878,"Jauh belayar hingga ke muara,",Tidak sedar hari petang;,"Jagalah orang yang bersikap berpura,",Nanti ia ambil peluang.
Pantun_13879,"Jauh belayar hingga ke muara,",Tidak sedar hari dah petang;,"Semakin berumur macam-macam sakit terasa,",Jaga makan kena banyak pantang.
Pantun_13880,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Menahan sabar sepanjang masa,",Selalu berikrar sesudah sembahyang.
Pantun_13881,"Jauh berlayar hingga muara,",Tidak sedar hari dah petang;,"Bila pencen dipanggil pesara,",Semoga selesai semua hutang.
Pantun_13882,"Jauh berlayar hingga muara,",Tidak sedar hari dah petang;,"Walau sudah bergelar pesara,",Khidmat kita jangan dihalang.
Pantun_13883,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Janji nak bayar hanya pura-pura,",Lalu beredar meninggalkan hutang.
Pantun_13884,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Hutang manusia telah ku bayar,",Dunia akhirat insyaallah tenang.
Pantun_13885,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Jika hasrat ingin ke syurga,",Pastikan dijelaskan semua hutang.
Pantun_13886,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Hasrat hati ingin ke syurga,",Namun pahala masih kontang.
Pantun_13887,"Tepok dada tanya selera,",Diri terasa masih bernyawa;,"Dulu muda kita dah pun tua,",Itu antara klasik namanya.
Pantun_13888,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Orang berbudi tidak mengira,",Asalkan jangan buruk sangka pada orang.
Pantun_13889,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Bila senang ramai saudara,",Bila susah semua tak pandang.
Pantun_13890,"Jauh belajar hingga muara,",Tidak sedar hari dah petang;,"Buat baik berpada-pada,",Menjadi bekal hari mendatang.
Pantun_13891,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Sedarlah wahai diri kita dah tua,",Amal ibadat jangan kita lupa kan.
Pantun_13892,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Berbaloi terbayar jadi juara,",Bukan sekadar cakap jer lantang.
Pantun_13893,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Rajin bersedekah rezeki yang ada,",Balasan pahala luas terbentang.
Pantun_13894,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Jika bertambah rezeki yang ada,",Bantu yang lain sedekah disumbang.
Pantun_13895,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Jika kita rajin berusaha,",Rezeki pastikan mendatang.
Pantun_13896,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Hendaklah kita rajin berusaha,",Menggunakan setiap masa yang terluang.
Pantun_13897,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Giat belajar tatkala muda,",Waktu dah beredar kan terus hilang.
Pantun_13898,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Rezeki dah ada di depan mata,",Esok lusa mungkin tiada peluang.
Pantun_13899,"Jauh berlayar hingga muara,",Tidak sedar hari dah petang;,"Buat baik berpada-pada,",Dahula ayan ibu tercinta.
Pantun_13900,"Jauh belayar hingga muara,",Tidak sedar hari dah petang;,"Ambil kesempatan selagi ada,",Jangan sampai diri mu malang.
Pantun_13901,"Jauh berlayar hingga muara,",Tidak sedar hari petang;,"Berusaha hingga berjaya,",Ambil kesempatan hingga cemerlang.
Pantun_13902,"Jauh belayar hingga ke muara,",Tidak sedar hari dah petang;,"Hidup dah aman dalam negara,",Janganlah hendakNya musibah mendatang.
Pantun_14853,"Kalau tuan pergi ke darat,",Jalan mari hujung tanjung;,"Perniagaan rezeki penuh berkat,",Berderma berzakat setelah untung.
Pantun_14854,"Kelajuan di lebuhraya jangan diduga,",Bior lambat asalkan selamat;,"Kalau nak maju dalam berniaga,",Contohi tokeh 99 Speedmart.
Pantun_14855,"Ulam raja bunga kantan,",Cicah sambal makan berselera;,"Berniaga untuk tambah pendapatan,",Satu ibadah amalan mulia.
Pantun_14856,"Bunga mawar bunga kemboja,",Dibeli untuk buat perhiasan;,"Usah bertawar tika bekerja,",Rajin usaha bawa kejayaan.
Pantun_14857,"Kalau mahu jadi juara,",Jangan lupa senyum padanya;,"Saya berniaga jual suara,",Untuk menghibur pendengar semuanya.
Pantun_14858,"Di atas tangga duduk berbeka,",Setelah puas menuju sawah;,"Bidang niaga cuba teroka,",Rezeki luas hidup pun mewah.
Pantun_14859,"Gadis manis siram tanaman,",Makan pula si buah rambutan;,"Niaga satu bidang pekerjaan,",Dimana saja asal ada keberkatan.
Pantun_14860,"Bila gelap pasang lampu,",Lampu lama sudah berkarat;,"Jikalau berniaga jangan menipu,",Nanti hidup tidak berkat.
Pantun_14861,"Indahnya si bunga Cempaka,",Baunya harum cantik berseri;,"Berkahnya hidup berniaga,",Beramal sambil mencari rezeki.
Pantun_14862,"Untung bukan sebarang untung,",Untung berniaga berlipat-lipat;,"Jangan asyik nak kira untung,",Bayar zakat baru untung berkat.
Pantun_14863,"Tepi jalan sekawan balam,",Ayam jantan tuju telaga;,"Berniaga sambilan di pasar malam,",Jana pendapatan untuk keluarga.
Pantun_14864,"Berjimat cermat memang baik,",Kalau berbelanja jangan boros;,"Lebihan belanja bawak balik,",Jangan ditabor tanda boros.
Pantun_14865,"Ramainya haijin antara haijin,",Haijin juga dari institut;,"Banyak rajin perkara rajin,",Rajin berniaga amat dituntut.
Pantun_14866,"Kalau tuan pergi ke darat,",Jalan mari hujung tanjung;,"Untung perniagaan kantung pun berat,",Tunaikan haji berkat menabung.
Pantun_14867,"Makan nasi ulam pegaga,",Jemput juga jiran terdekat;,"Banyak untung dalam berniaga,",Jangan lupa membayar zakat.
Pantun_14868,"Anak sembilang ditapak tangan,",Buat santapan ditengah hari;,"Usaha cemerlang doa dipohonkan,",Ceburi perniagaan memantapkan ekonomi.
Pantun_14869,"Anak tupai menari-nari,",Jatuh tersungkur mengejar rama-rama;,"Berjimat untuk kemudian hari,",Hidup selesa kongsi bersama.
Pantun_14870,"Turun kesawah perlu peka,",Takut terpijak duri gelama;,"Masa berniaga usahlah leka,",Solat lima waktu perlu diutama.
Pantun_14871,"Cari pegaga dihujung tanjung,",Buat santapan ditengah hari;,"Orang berniaga patut disanjung,",Dengan ikhlas iya berbudi.
Pantun_14872,"Kalau tuan pergi ke darat,",Singgah mari di hujung tanjung;,"Berniaga jujur barulah rezeki berkat,",Dunia akhirat mendapat untung.
Pantun_14873,"Rasa manis buah naga,",Isu merah sedap dimakan;,"Rezeki itu dalam berniaga,",Sunah Rasulullah perlu diamalkan.
Pantun_14874,"Bulan lelong sembarang lelong,",Lelong murah bandar Melaka;,"Bukan untung sembarang untung,",Jujur berniaga amalan mulia.
Pantun_14875,"Kalau tuan pergi ke darat,",Jalan mari ke hujung tanjung;,"Berniaga itu juga satu ibadat,",Jadi usah hanya mengejar untung.
Pantun_14876,"Makan nasi ulam pegaga,",Duduk di dapur rumah Mak Bidah;,"Kalau kita rajin berniaga,",Rezeki kita bertambah-tambah.
Pantun_14877,"Kalau puan pergi ke darat,",Sambil membawa bekalan dijunjung;,"Selagi masih kuat kudrat,",Semangat berniaga amat disanjung.
Pantun_14878,"Buah naga, buah peria,",Mari disimpan di atas peti;,"Rajin berniaga amalan mulia,",Mendapat rezeki senangnya hati.
Pantun_14879,"Jalan mari ke hujung tanjung,",Setengah depa jalan disekat;,"Bila berniaga sudah untung,",Jangan lupa bayar zakat.
Pantun_14880,"Pergi ke kedai membeli kangkung,",Pergi dengan anak Pak Mahat;,"Rajin berniaga banyak untung,",Jangan lupa membayar zakat.
Pantun_14882,"Pak Mamat turun menjala,",Dapat sebakul ikan Tilan;,"Jangan malu nak berniaga,",Walau sekadar penjaja jalanan.
Pantun_14883,"Pagi-pagi buka warung,",Jualan nasi beraneka kuih;,"Ramai orang datang berduyung,",Alhamdulillah rezeki melimpah ruah.
Pantun_14925,"Burung merpati terbang bertiga,",Bersama anak menuju ke hutan;,"Berhati-hati kalau nak berniaga,",Ramai orang yang ambil kesempatan.
Pantun_14926,"Ramai datang bergotong-royong,",Sambil bawa sedikit juadah;,"Jangan berniaga nak cari untung,",Berniagalah sambil sedekah.
Pantun_14927,"Gantung raga tangkai diikat,",Tepian batu cuaca kelam;,"Untung berniaga keluar zakat,",Dapat membantu sesama Islam
Pantun_14928,"Kari terung gulai cendawan,",Kelapa parut pulut kelamai;,"Mencari untung dalam perniagaan,",Harga patut pelanggan pun ramai.
Pantun_14929,"Bukit Saga arah barat,",Bawa kantong berisi surat;,"Kalau niaga ikut syariat,",Pasti untung dunia akhirat.
Pantun_14930,"Rotan dipotong diikat-ikat,",Diguna untuk buat titi;,"Untung yang sedikit tetapi berkat,",Penjual dan pembeli berpuas hati.
Pantun_14931,"Titi diguna setiap hari,",Untuk mengambil air di perigi;,"Perniagaan maju tanda diberkati,",Berniagalah apa saja pasti tak rugi.
Pantun_14932,"Pokok mempelam pokok mempelas,",Rotan dipotong diikat-ikat;,"Berjual beli biarlah ikhlas,",Untung yang sedikit tetapi berkat.
Pantun_14933,"Sumur dikiri dikanan telaga,",Dihujung sawah memasag lukah;,"Jujur dan ikhlas adab berniaga,",Untung sedikit tetapi berakah.
Pantun_14934,"Radio Klasik menggamit Kenangan,",Irama pula merentas zaman;,"Memang berniaga mencari keuntungan,",Namun keikhlasan menjadi amalan.
Pantun_14935,"Mari petik daun pengaga,",Pengaga tanam tepi kolah;,"Hidup senang dari berniaga,",Moga sentiasa diberkati Allah.
Pantun_14936,"Beli sepatu di kedai Atan,",Sepatu buluh ciptaan nyonya;,"Berniaga itu amalan ikutan,",9/10 rezeki dariNya.
Pantun_14937,"Tergantung-gantung banyak lampu,",Menarik mata merenung melekat;,"Mencari untung jangan menipu,",Berniagalah kita supaya berkat.
Pantun_14938,"Ikan diduga cara nelayan,",Ikan dipikat unjam kelapa;,"Gigih berniaga hasil lumayan,",Pastikan zakat jangan dilupa.
Pantun_14939,"Murni peribadi penuh keikhlasan,",Sayang menyayangi akrab persahabatan;,"Berniaga berjaja dengan kewarasan,",Dunia akhirat menjadi sempadan.
Pantun_14940,"Buah kuini pucuk pegaga,",Ikan keli dikerat kerat;,"Sungguh murni khidmat peniaga,",Berjual beli untuk masyarakat.
Pantun_14942,"Kaki sakit terpijak kelapa,",Duduk di banir daun di kerat;,"Biar sedikit tidak mengapa,",Sentiasa mengalir membawa berkat.
Pantun_14943,"Junjung raga menjual ubi,",Dicicah kerutub ikan haruan;,"Amalan berniaga di zaman nabi,",Ada termaktub dalam al qur'an.
Pantun_14964,"Kalau tuan pergi ke darat,",Jalan mari hujung tanjung;,"Simpan ringgit nanti berkarat,",Bawa berniaga cari untung.
Pantun_15048,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Berganding timba dengan si tali,",Timba tidak mencarinya perigi.
Pantun_15049,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Rela diuji sebagai lelaki sejati,",Bagi wanita sebagai serikandi.
Pantun_15050,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Hidup kita lawannya mati,",Tiada yang akan kekal abadi.
Pantun_15051,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Ujian penentu jatinya diri,",Akan diuji selagi tak mati.
Pantun_15052,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Ujian selalunya menguji di hati,",Selalu diuji tanda Allah Mengasihi.
Pantun_15053,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Ujian menentukan kemampuannya diri,",Setiap yang datang mesti dihadapi.
Pantun_15054,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Ujian menentukan barangan berkualiti,",Berhati takut terbeli barangan kodi.
Pantun_15055,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Ketentuan hidup pastinya mati,",Moga damai di negeri abadi.
Pantun_15056,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Ujian datang silih berganti,",Buruk dan baik kadang terjadi.
Pantun_15057,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Setiap musibah kasihnya Ilahi,",Sabar dan redha sematkan dihati.
Pantun_15058,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Lenyaplah riang duka menanti,",Reda ujian walau senadi.
Pantun_15059,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Lenyaplah riang kelamlah nanti,",Apa yang kurang takdir Ilahi.
Pantun_15060,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Walaupun dugaan silih berganti,",Kejayaan tetap muncul pasti.
Pantun_15061,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Ujian cobaan menduga setiap hari,",Kudrat dan Irodat dariNya Ilahi.
Pantun_15062,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Kasih dan sayang Allah berkati,",Reda sebarang ujian terjadi.
Pantun_15063,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Mati itu memang sudah pasti,",Sementara hidup taburlah budi.
Pantun_15064,"Poei kodai naik lori balak,",Singgah sebentar ke stesen minyak;,"Memang benar tu mama yatt,",Semua nya ada di uji allah.
Pantun_15065,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Usah dikesal takdir Ilahi,",Ujian datang hikmah menanti.
Pantun_15066,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Dugaan datang silih berganti,",Dalam rupa bagaimana tidak ketahui.
Pantun_15067,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Setiap ujian dari Ilahi,",Kita tabah juga reda di hati.
Pantun_15068,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Siang untuk mencari rezeki,",Bila malam mengabdikan diri.
Pantun_15069,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Begitulah alam semula jadi,",Tiap-tiap yang hidup akan mati.
Pantun_15070,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Hidup penuh ranjau dan duri,",Allah menguji ketabahan hati.
Pantun_15071,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Sabar dan redha tawaqal dihati,",Iman dan taqwa bekalan yang abadi.
Pantun_15072,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Redha ku terima ketentuan Illahi,",Sentiasa pasrah muhasabah diri.
Pantun_15073,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Lumrahnya hidup cabaran menanti,",Selagi berdenyut jantung dan nadi.
Pantun_15074,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Yang pergi tetap pergi,",Yang hilang akan berganti.
Pantun_15075,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Segala yang datang kehendak Ilahi,",Tiada siapa boleh atasi.
Pantun_15076,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Redha selalu takdir Ilahi,",Pasti hidup tenang disanubari.
Pantun_15077,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Suka dan duka silih berganti,",Sabar dan redho ujian ilahi.
Pantun_15078,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Yang datang dan pergi,",Hidup kita tiada abadi.
Pantun_15079,"Langit mendung awan kelabu,",Siang malam menghantui diriku;,"Bulan December hatiku pilu,",Redha segala apa yang berlaku.
Pantun_15080,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Cobaan kata Ajis Sudin dan Ramli,",Kini hanya tinggal kenangan abadi.
Pantun_15081,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Perginye dia ketentuan illahi,",Biarlah terus menjdi kenangan abadi.
Pantun_15082,"Al kesah riwayat Pak Pandir,",Di cerita orang waktu pagi;,"Jangan terbiasa menyalahkan takdir,",Bencana menimpa muhasabahlah diri
Pantun_15083,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Setiap bencana yang telah terjadi,",Mungkin ada hikmahnya yang menanti.
Pantun_15084,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Ujian yang datang sudah pasti,",Kesabaran dihati harus disemadi.
Pantun_15085,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Hati yang walang usah diratapi,",Ujian Allah redha dihati.
Pantun_15086,"Luput siang malam berganti,",Cahaya terang gelap menanti;,"Biarlah ujian Allah bersilih ganti,",Kita kuat dan tabah apanya segala ketentuanNya nanti.
Pantun_15087,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Suka dan duka berselang seli,",Reda dan akur ketentuan Ilahi.
Pantun_15088,"Luputlah siang malam berganti,",Cahaya terang gelap menanti;,"Kasihnya ibu tiada pengganti,",Tenanglah ibu menghadap ilahi.
Pantun_15089,"Liputi siang malam berganti,",Cahaya terang gelap berganti;,"Sunguh malang diriku ini,",Kasih hatiku lari pergi.
Pantun_15090,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Terasa sayu pilu di hati,",Mendengar berita perginya insan seni.
Pantun_15091,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Di wajah riang memujuk hati,",Redha sebarang apa terjadi.
Pantun_15092,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Ujian tiba tanpa henti,",Terima sahaja takdir Ilahi.
Pantun_15093,"Luput siang malam berganti,",Cahaya terang gelap menjadi;,"Bermacam dugaan Allah menguji,",Pasrah redha takdir ilahi.
Pantun_15094,"Tenangnya air di Kali,",Setenang hati ku ini;,"Petang ini hujan lebat sekali,",Moga lepas berhenti hujan awan kan cerah kembali.
Pantun_15095,"Hujan rahmat membasahi bumi,",Kadang mendung hujan tak jadi;,"Ku serah diri ku pada Mu Ilahi,",Sentiasa dibawah payung lindungan Ya Rabbi.
Pantun_15096,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Sediakan bekal sebelum mati,",Disanalah yang kekal abadi.
Pantun_15097,"Luput siang malam berganti,",Cahaya terang gelap menjadi;,"Bila panas hujan di nanti,",Di musim tengkujuh ni waspadalah diri.
Pantun_15098,"Luputlah siang malam berganti,",Cahaya terang gelap menjadi;,"Di dalam bayang kenali hati,",Atasi kurang dengan abadi.
Pantun_15099,"Luput siang malam berganti,",Cahaya terang gelap menjadi;,"Dugaan datang berulang-kali,",Sabar tenang tabah hadapi.
Pantun_15100,"Terang bulan bagai diukir,",Tiupan angin ayunan buaian;,"Susah senang senyuman dibibir,",Tabah tempuhi kehidupan hari kemudian.
Pantun_15101,"Terang bulan bagai diukir,",Tupai mengusik bunga durian;,"Usah ditelan fikiran fakir,",Menjadi fasiq dalam sangkaan.
Pantun_15102,"Umpan cacing mengail ikan,",Kail diipacak di tepian sampan;,"Positif negatif perlu difikirkan,",Saling melengkapi di dalam kehidupan.
